Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.653029379	15988.32324	0.341397464	29920.43359	0.042362845
0.653040969	15976.66113	0.341665477	29920.43359	0.042337174
0.65305253	15952.93945	0.34211278	29806.39453	0.042357411
0.653064102	15959.8252	0.353569508	29806.39453	0.042506108
0.653075679	15991.11914	0.342852444	29806.39453	0.042549079
0.653087252	15939.74609	0.352152079	29806.39453	0.04244034
0.653098832	15981.2627	0.35696736	29806.39453	0.042485279
0.653110325	15946.88281	0.355329335	29806.39453	0.042491894
0.653121988	15971.16016	0.356830239	29664.16211	0.042701359
0.653133561	15986.58984	0.355902582	29664.16211	0.042747852
0.653145125	15985.11719	0.360057831	29664.16211	0.042759512
0.653156711	15932.07324	0.359548807	29664.16211	0.042690905
0.653168205	15999.77344	0.362635523	29664.16211	0.04283679
0.653179835	15964.71973	0.364719093	29534.29883	0.042953057
0.653191415	15957.29199	0.365557224	29534.29883	0.042906938
0.653202995	15932.50781	0.366785288	29534.29883	0.042917058
0.653214582	15998.90918	0.366980881	29534.29883	0.042989706
0.653226089	15967.29688	0.367594063	29534.29883	0.042986706
0.653237722	15956.56055	0.369796097	29432.08398	0.04305887
0.653249281	15929.48926	0.369779289	29432.08398	0.043071139
0.653260873	15916.20703	0.370899469	29432.08398	0.043042741
0.65327244	15997.40039	0.372440487	29432.08398	0.043172997
0.653283965	15952.34277	0.371984214	29432.08398	0.043066096
0.653295602	15983.62012	0.373614967	29320.31641	0.04338178
0.653307162	15967.69727	0.376875818	29320.31641	0.043344869
0.653318739	15940.47363	0.364708751	29320.31641	0.043249838
0.653330301	16003.25977	0.375858784	29320.31641	0.043414019
0.653341842	15981.79102	0.380733758	29320.31641	0.043295382
0.653353444	15925.00098	0.38575244	29361.23242	0.043167403
0.653365018	15971.93945	0.380104542	29361.23242	0.04323907
0.653376608	15953.54395	0.383023262	29361.23242	0.043241314
0.653388163	15931.57031	0.386094004	29361.23242	0.04318364
0.653399716	15959.11523	0.385252506	29361.23242	0.043236531
0.653411344	15969.4502	0.385487884	29316.22656	0.043298471
0.653422908	15944.20801	0.386620522	29316.22656	0.043241186
0.65343448	15952.08008	0.385257006	29316.22656	0.043315735
0.653446046	15954.21289	0.384367704	29316.22656	0.043298498
0.653457604	15991.32813	0.387866527	29316.22656	0.043347266
0.653469192	15969.30176	0.391638786	29269.53711	0.043394466
0.653480767	15915.5752	0.386359215	29269.53711	0.043266736
0.653492353	15916.90039	0.387452692	29269.53711	0.043353253
0.653503918	15946.20605	0.391011626	29269.53711	0.043366982
0.653515488	15955.0459	0.391325295	29269.53711	0.043326632
0.653527064	15948.85254	0.390645683	29195.60742	0.043479516
0.653538632	15970.44824	0.38656494	29195.60742	0.043492013
0.653550213	15917.07422	0.365295202	29195.60742	0.043520072
0.653561775	15996.98535	0.419157296	29195.60742	0.043586105
0.65357337	15922.62598	0.390278369	29195.60742	0.043461183
0.653584956	15981.26465	0.391901881	29141.6582	0.043646607
0.653596503	15965.41309	0.392575473	29141.6582	0.043672686
0.653608101	15936.25	0.392266929	29141.6582	0.043555364
0.65361965	15971.7666	0.391848415	29141.6582	0.043628592
0.653631227	15967.45508	0.391640186	29141.6582	0.043621485
0.653642815	15939.50098	0.39691782	29197.17188	0.043469254
0.653654395	15945.60547	0.396146804	29197.17188	0.043471114
0.653665956	15942.48438	0.394523591	29197.17188	0.043466213
0.653677527	15956.1748	0.396813452	29197.17188	0.043484778
0.65368909	15959.84863	0.393892318	29197.17188	0.043476735
0.653700679	15925.67383	0.39858523	29297.76367	0.043295926
0.65371226	15972.70801	0.397925347	29297.76367	0.043362775
0.653723822	15962.24316	0.396820545	29297.76367	0.043331813
0.653735386	15924.48438	0.396620363	29297.76367	0.04324566
0.653746965	15965.62598	0.400918901	29297.76367	0.043362487
0.653758549	15981.49121	0.401288301	29335.53906	0.043279566
0.653770125	16004.32422	0.401928008	29335.53906	0.043374257
0.653781681	15946.31152	0.401296377	29335.53906	0.043277888
0.653793274	15967.78809	0.402106434	29335.53906	0.043285575
0.653804839	15936.99707	0.402472645	29335.53906	0.043226604
0.653816425	15985.44727	0.40061602	29367.24805	0.043226736
0.653827979	15966.23633	0.404852301	29367.24805	0.043198813
0.653839583	15937.2041	0.40396443	29367.24805	0.043165322
0.653851129	15978.37891	0.416089565	29367.24805	0.043254842
0.653862712	15995.36426	0.410830766	29367.24805	0.043261686
0.653874283	15982.2373	0.41019553	29358.87305	0.043310034
0.653885879	15973.68945	0.412704676	29358.87305	0.043245005
0.653897431	15991.55078	0.408505797	29358.87305	0.043316156
0.653909009	15982.44629	0.41460526	29358.87305	0.043292084
0.653920575	15970.74219	0.414690882	29358.87305	0.043262908
0.653932152	15948.30078	0.412948459	29342.97461	0.043226763
0.653943732	15967.79199	0.413986653	29342.97461	0.043243965
0.65395531	15974.74414	0.412599742	29342.97461	0.04334365
0.653966874	15967.05566	0.411047965	29342.97461	0.043239288
0.65397845	15966.94238	0.407392234	29342.97461	0.043325634
0.653990036	15947.58301	0.388753951	29296.29297	0.043352875
0.65400159	16007.72363	0.475231051	29296.29297	0.043388094
0.654013176	16018.21582	0.435532302	29296.29297	0.043403882
0.654024762	15974.10254	0.418551534	29296.29297	0.04337093
0.654036321	15991.94629	0.425996631	29296.29297	0.043373557
0.654047897	15999.57813	0.425961822	29249.20898	0.043502173
0.654059484	16007.61621	0.426080674	29249.20898	0.043542816
0.654071046	16022.90723	0.430253267	29249.20898	0.043533717
0.654082609	15994.21973	0.432545602	29249.20898	0.043409464
0.654094184	15983.72168	0.435147613	29249.20898	0.043448357
0.654105777	15994.73828	0.431938797	29259.88867	0.043464356
0.654117346	15983.19727	0.433179021	29259.88867	0.043454051
0.654128908	16005.34277	0.441223085	29259.88867	0.043474374
0.654140479	15972.40234	0.438162774	29259.88867	0.043414657
0.654152069	16007.44434	0.435862541	29259.88867	0.043510215
0.654163642	15988.10645	0.43773374	29232.96094	0.043486619
0.654175244	15991.54688	0.441033453	29232.96094	0.043543114
0.654186776	16038.38184	0.440418005	29232.96094	0.043653087
0.654198366	15988.85352	0.430719346	29232.96094	0.0434953
0.65420993	15996.54199	0.433111161	29232.96094	0.043526346
0.654221531	16014.65723	0.448784798	29305.52539	0.04345669
0.654233089	15998.25	0.443955869	29305.52539	0.043319617
0.654244655	16002.20508	0.454394221	29305.52539	0.043396811
0.654256239	16014.49707	0.44929266	29305.52539	0.043405843
0.654267802	16015.17578	0.449024797	29305.52539	0.043469922
0.654279383	15982.12012	0.452131361	29362.52148	0.043289765
0.654290945	16014.39453	0.459275574	29362.52148	0.043302
0.654302521	16004.38867	0.457271814	29362.52148	0.043257063
0.654314095	16025.27637	0.46072188	29362.52148	0.043328142
